['closedAt'],['createdAt'],['merged'],['mergedAt'],['publishedAt'],['title']
2020-5,2020-5,False,,2020-5,fix: allow storing crash reports for insiders and stable build
2020-5,2020-5,True,2020-5,2020-5,Add terminal colors to Monokai Dimmed theme
2020-5,2020-5,True,2020-5,2020-5,Proposal: Allow TS Server to be spawned with --inspect-brk
2020-5,2020-5,True,2020-5,2020-5,Fix spelling in snippets.contribution.ts
2020-5,2020-5,True,2020-5,2020-5,Treat *.ts.map files as JSON
2020-6,2020-5,True,2020-6,2020-5,Support for Unicode-aware regular expressions in Monaco Monarch language definitions
2020-7,2020-5,True,2020-7,2020-5,use ^H to delete word left in cmd.exe
2020-5,2020-5,True,2020-5,2020-5,Update typescript.code-snippets
2020-5,2020-5,False,,2020-5,Update markdown.code-snippets
2020-5,2020-5,True,2020-5,2020-5,showCandidate should have a better name
2020-5,2020-5,True,2020-5,2020-5,Update seti-ui theme
2020-5,2020-5,True,2020-5,2020-5,differentiate notebook moving to new group and splitting
2020-6,2020-5,False,,2020-5,created richnav yml tasks
2020-5,2020-5,True,2020-5,2020-5,Introduce electron-sandbox
2020-6,2020-5,True,2020-6,2020-5,Initial state persistence API
2020-5,2020-5,True,2020-5,2020-5,Support downloading blob URLs and data URLs when clicked in a notebook webview
2020-5,2020-5,True,2020-5,2020-5,load custom renderers when reloading from backup.
2020-5,2020-5,True,2020-5,2020-5,Fix typo in vscode.d.ts
2020-5,2020-5,True,2020-5,2020-5,Fix debug icon. Use Codicons instead of text
2020-5,2020-5,True,2020-5,2020-5,css language server for web
2020-5,2020-5,True,2020-5,2020-5,editors - use canonical URIs when creating editor inputs (#93368)
2020-6,2020-5,True,2020-6,2020-5,Keybinding - Do not push an empty string to the result
2021-8,2020-5,False,,2020-5,explorer: support for dnd remote resources
2020-10,2020-5,False,,2020-5,Notebook failing test troubleshoot
2020-6,2020-5,True,2020-6,2020-5,Clean up notebook cell styles
2020-7,2020-5,False,,2020-5,makes 'noUpdatesAvailable' info dialogs non-modal and less intrusive
2020-7,2020-5,True,2020-7,2020-5,Fix webview focus steal that occurs when the application is re-focused
2020-6,2020-5,True,2020-6,2020-5,changed build
2020-6,2020-5,False,,2020-5,editors - Redundant conditions specified for keyboard shortcuts (#97381)
2020-8,2020-5,True,2020-8,2020-5,refactor find widget to support multiple selection find/replace
2020-6,2020-5,True,2020-6,2020-5,notebook events between renderer & exthost
2020-6,2020-6,True,2020-6,2020-6,workaround #98934
2020-11,2020-6,False,,2020-6,Remove padding left from first child label in a compacted folder label
2020-6,2020-6,True,2020-6,2020-6,Make dialog accessible
2020-6,2020-6,True,2020-6,2020-6,Prevent opaque highlight color from hiding text
2020-6,2020-6,True,2020-6,2020-6,File operation events support multiple resources
2020-6,2020-6,False,,2020-6,Add richnav to continuous build
2020-6,2020-6,False,,2020-6,editors - Redundant conditions specified for keyboard shortcuts (#97381)
2020-11,2020-6,False,,2020-6,added registry keys for libraries in explorer right click context menu
2020-6,2020-6,True,2020-6,2020-6,use toString (via getComparisionKey) for compare and equal
2020-6,2020-6,True,2020-6,2020-6,Mark  _serviceBrand properties using declare
2020-6,2020-6,True,2020-6,2020-6,Add playwright to workspace tags
2020-6,2020-6,True,2020-6,2020-6,debug: fix being unable to debug extensions with js-debug on web
2020-6,2020-6,True,2020-6,2020-6,Fix extra 'of' typo
2020-11,2020-6,True,2020-11,2020-6,Fix fetchOnPull behavior for Pull and Sync
2020-6,2020-6,True,2020-6,2020-6,Code - OSS Development Container
2020-6,2020-6,True,2020-6,2020-6,Fixes #98982: Horizontal rule in hover renders slightly off
2020-6,2020-6,True,2020-6,2020-6,Add CodeQL security scanning
2020-6,2020-6,True,2020-6,2020-6,decouple vs/base/node/encoding.ts from node streams for #79275
2020-6,2020-6,True,2020-6,2020-6,Refactor our font stack
2020-6,2020-6,True,2020-6,2020-6,Removed a redundand 'resolve' in SimpleFileDialog by reusing the alre…
2020-6,2020-6,True,2020-6,2020-6,Azure DevOps pipelines - Remove code hygiene tasks from Windows and Mac
2020-6,2020-6,True,2020-6,2020-6,Fixes focused status bar entry should use orange border when using the high contrast theme
2020-6,2020-6,True,2020-6,2020-6,Fix already configured contributed tasks
2020-6,2020-6,True,2020-6,2020-6,Fix auto rename for incomplete tags with new line
2020-6,2020-6,True,2020-6,2020-6,Use js debug stable for release
2020-6,2020-6,True,2020-6,2020-6,fixes #99448
2020-6,2020-6,True,2020-6,2020-6,Add playwright to workspace tags
2020-6,2020-6,True,2020-6,2020-6,Fix properties being overridden by accessors
2020-6,2020-6,False,,2020-6,Adding missing real dependencies for automation package
2020-7,2020-6,False,,2020-6,Adds support for zip archives
2020-6,2020-6,False,,2020-6,Node module resolution for SCSS files
2020-6,2020-6,True,2020-6,2020-6,Handle backup data with custom editor input factory
2020-6,2020-6,True,2020-6,2020-6,refs #99490
2020-6,2020-6,False,,2020-6,Candidate/94331
2020-6,2020-6,True,2020-6,2020-6,refs #94331
2020-6,2020-6,True,2020-6,2020-6,Allow numeric CLI argument
2020-6,2020-6,True,2020-6,2020-6,Change Open in Terminal context menu title dynamically based on settings
2020-8,2020-6,True,2020-8,2020-6,Improve typescript.code-snippets for async
2020-6,2020-6,True,2020-6,2020-6,Fixes Error Cannot read property 'id' of undefined when dragging view to Panel with no pinned views
2020-6,2020-6,True,2020-6,2020-6,Better experience for replacing folders in web upload
2020-6,2020-6,True,2020-6,2020-6,remote integration tests: add no cached data
2020-6,2020-6,False,,2020-6,Minor grammar fixes
2020-6,2020-6,True,2020-6,2020-6,fix: wrong extension id for js-debug
2020-6,2020-6,True,2020-6,2020-6,Use eol when joining cells
2020-6,2020-6,True,2020-6,2020-6,Add a basic object renderer
2020-6,2020-6,True,2020-6,2020-6,Always use canonical uri inside `createModelReference`
2020-6,2020-6,True,2020-6,2020-6,Unbiased uri utils
2020-6,2020-6,True,2020-6,2020-6,Fix noDebug argument not being passed
2020-6,2020-6,True,2020-6,2020-6,Add a pattern to the git BranchQuery
2020-6,2020-6,True,2020-6,2020-6,prevent scm from moving on startup
2020-6,2020-6,True,2020-6,2020-6,add missing icons for comments and ref prev
2020-11,2020-6,False,,2020-6,#98964: Fixed the restart frame icon
2020-6,2020-6,True,2020-6,2020-6,Update for-in loop to work with eslint:recommended
2020-6,2020-6,False,,2020-6,.gitinore added ./ and ../ 
2020-6,2020-6,False,,2020-6,ref-counted notebook models
2020-6,2020-6,False,,2020-6,Revert Update
2020-6,2020-6,True,2020-6,2020-6,View/Sort feature for SCM viewlet
2020-6,2020-6,False,,2020-6,Fixes #99835: Fix broken @types publishing
2020-6,2020-6,True,2020-6,2020-6,Bump version number
2020-6,2020-6,True,2020-6,2020-6,Fix codicons in hovers
2020-6,2020-6,False,,2020-6,Exploration: Move node-pty into main process
2020-6,2020-6,False,,2020-6,#98942 Clear search pattern filters when hitting clear button
2020-6,2020-6,True,2020-6,2020-6,Support --enable-proposed-api through argv.json
2020-7,2020-6,False,,2020-6,#35711: Fix Smooth Scrolling on Linux with Display Scaling higher than 100%
2020-6,2020-6,True,2020-6,2020-6,fix #99854 make 'Edit in settings.json' add object-type default
2021-1,2020-6,False,,2020-6,Feature/link fixes and additions
2020-6,2020-6,False,,2020-6,code.sh: Improve WSL compatibility check
2020-10,2020-6,False,,2020-6,Add context menu to install a VSIX
2020-6,2020-6,True,2020-6,2020-6,Make sure extensions are activated before resolving task
2020-6,2020-6,True,2020-6,2020-6,ActionBar: only navigate on one key
2020-6,2020-6,True,2020-6,2020-6,layout - move restore logic into layout itself
2020-6,2020-6,True,2020-6,2020-6,Allow table specific tags for markdown in hovers (fixes #99983)
2020-6,2020-6,True,2020-6,2020-6,Allow table specific tags for markdown in hovers (#99988)
2020-11,2020-6,False,,2020-6,Fixes #99971 - Show activation events in Feature Contributions
2020-6,2020-6,True,2020-6,2020-6,"Refactor terminal launch, improve error handling and add troubleshoot link to notification"
2020-6,2020-6,True,2020-6,2020-6,adding rich navigation workflow
2020-6,2020-6,True,2020-6,2020-6,Add secondary button color tokens
2020-7,2020-6,True,2020-7,2020-6,#98942 Clear Search Pattern Fields
2021-3,2020-6,True,2021-3,2020-6,#97684 Add alt-click & actions to fold/unfold surronding regions
2020-6,2020-6,True,2020-6,2020-6,"notebooks: add ID for rich outputs, expose to renderer and webview"
2020-6,2020-6,True,2020-6,2020-6,Build VS Code using TS 4.0
2020-6,2020-6,True,2020-6,2020-6,Support view type for creating new untitled file.
2020-6,2020-6,True,2020-6,2020-6,Layout: bring back previous async nature of restore
2020-6,2020-6,True,2020-6,2020-6,fix #100068 Better 'Read More/Less' tips on suggest widget controls
2020-6,2020-6,True,2020-6,2020-6,Fixes buggy onEnter behavior when used with generator method
2020-6,2020-6,True,2020-6,2020-6,Added terminal name when focusing on textarea
2020-11,2020-6,False,,2020-6,fix #98945 Handle `.git/info/exclude`
2020-6,2020-6,True,2020-6,2020-6,Fix list dom focus after changing focused element
2020-11,2020-6,False,,2020-6,#99129 Theme Color for git staged files.
2020-6,2020-6,True,2020-6,2020-6,Make POSIX-compliant to increase portability and remove `bash` depend…
2020-6,2020-6,True,2020-6,2020-6,Some editor override cleanup
2020-6,2020-6,True,2020-6,2020-6,Delete list open controller
2020-6,2020-6,True,2020-6,2020-6,Switch to tabular view for object renderer in settings
2020-6,2020-6,False,,2020-6,Fix #99002 - Deselecting a file using Ctrl-click doesn't work as expected
2020-6,2020-6,True,2020-6,2020-6,fixes #99998
2020-6,2020-6,False,,2020-6,commit
2020-6,2020-6,True,2020-6,2020-6,Add 'secondary' option to Button class
2020-6,2020-6,True,2020-6,2020-6,debug: allow debugging the renderer process
2020-6,2020-6,True,2020-6,2020-6,Disable auto saving of untitled notebooks
2020-6,2020-6,True,2020-6,2020-6,"Ref-count notebook models, rework notebook inputs"
2020-6,2020-6,True,2020-6,2020-6,Implement workbench hover service
2020-6,2020-6,True,2020-6,2020-6,Allow pasting in debug window #100235
2020-6,2020-6,True,2020-6,2020-6,debug: do not store configurations in storage
2020-6,2020-6,False,,2020-6,Update README.md
2020-6,2020-6,False,,2020-6,Update README.md
2020-6,2020-6,False,,2020-6,Update README.md
2020-6,2020-6,True,2020-6,2020-6,Word fixes
2020-6,2020-6,True,2020-6,2020-6,Fix #71295 Permit command URIs in markdownDescription of extension setting
2020-6,2020-6,False,,2020-6,Update README.md
2020-10,2020-6,False,,2020-6,Update README.md
2020-10,2020-6,False,,2020-6,Update README.md
2020-6,2020-6,False,,2020-6,Edit
2020-6,2020-6,False,,2020-6,Editin
2020-6,2020-6,False,,2020-6,Remove unused coveralls
2020-6,2020-6,True,2020-6,2020-6,Move the webview port mapping from renderer to main process
2020-6,2020-6,True,2020-6,2020-6,Fix pinned tabs do not preserve when joining editor groups
2020-6,2020-6,True,2020-6,2020-6,make sure to return empty array when calling dispose-util with array
2020-6,2020-6,True,2020-6,2020-6,fixes #100364
2020-6,2020-6,True,2020-6,2020-6,notebooks: pipe renderer API postmessages to the renderer itself
2020-6,2020-6,True,2020-6,2020-6,removed rich nav trigger on PRs
2020-6,2020-6,True,2020-6,2020-6,Trusted Domains: Timeout filesystem access
2020-7,2020-6,True,2020-7,2020-6,fix #100437 Improve 'terminal.integrated.commandsToSkipShell' info
2020-6,2020-6,True,2020-6,2020-6,editors - have a editor drop service (fix #99739)
2020-6,2020-6,True,2020-6,2020-6,editors - move open with to editor (fix #100057)
2020-6,2020-6,True,2020-6,2020-6,Clipboard: sync access is deprecated (fix #98556)
2020-6,2020-6,True,2020-6,2020-6,switch to use iconv-lite-umd for #79275
2020-6,2020-6,True,2020-6,2020-6,Adopt hover service in custom tree view
2020-6,2020-6,True,2020-6,2020-6,stage ibus-gtk3 to try to make ibus work
2020-6,2020-6,True,2020-6,2020-6,Step over surrogate pairs on zero-lenth matches (fixes #100134)
2020-6,2020-6,True,2020-6,2020-6,Proposed terminal link provider API
2020-6,2020-6,True,2020-6,2020-6,Update the version of the telemetry extractor
2020-6,2020-6,True,2020-6,2020-6,Move encoding to common for #79275
2020-6,2020-6,False,,2020-6,ensure we are not leaking buffer details from iconv-lite-umd for #79275
2020-6,2020-6,True,2020-6,2020-6,Notebook: separate selections and text model
2020-7,2020-6,True,2020-7,2020-6,"Add ""pnpm"" option to ""npm.packageManager"" setting"
2020-6,2020-6,True,2020-6,2020-6,Use https for stackoverflow
2020-6,2020-6,True,2020-6,2020-6,Update logging
2020-6,2020-6,False,,2020-6,Remove unnecessary template literals
2020-6,2020-6,True,2020-6,2020-6,Web worker extension host
2020-6,2020-6,False,,2020-6,code.sh: Improve WSL2 compatibility check
2020-6,2020-6,True,2020-6,2020-6,Scan builtin extensions task
2020-6,2020-6,True,2020-6,2020-6,Connor4312/terminal types contribution
2020-10,2020-6,False,,2020-6,Allow calling extension language features even for big files
2020-6,2020-6,True,2020-6,2020-6,debug: allow a single debug extension to provide multiple configs
2020-7,2020-6,True,2020-7,2020-6,Move read and write logic from nativeTextFileService to textFileService for #79275
2020-6,2020-6,False,,2020-6,Get tree tooltip when needed
2020-6,2020-6,True,2020-6,2020-6,Drop node.js require for bootstrap and bootstrap-window
2021-10,2020-6,False,,2020-6,Support `args` for `workbench.action.selectTheme`
2020-6,2020-6,True,2020-6,2020-6,Support `metaKey` for iOS
2020-7,2020-6,True,2020-7,2020-6,feat: enable sandbox for proxy auth window
2020-6,2020-6,False,,2020-6,Feat/slim for context key service
2020-6,2020-6,True,2020-6,2020-6,Bump version number
2020-6,2020-6,True,2020-6,2020-6,run html language features serverless
2020-6,2020-6,True,2020-6,2020-6,exe recommendations: show exension info
2020-7,2020-6,True,2020-7,2020-6,Allow to reopen closed webviews if the extension supports it
2020-6,2020-6,True,2020-6,2020-6,Add experimental support for using iframes for webviews
2020-6,2020-6,True,2020-6,2020-6,fix(search): Replace crash empty string pattern
2020-6,2020-6,True,2020-6,2020-6,Fix SchemaStore.org URLs
2020-6,2020-6,True,2020-6,2020-6,Use HTTPS urls for SchemaStore.org
2020-6,2020-6,True,2020-6,2020-6,Improve a11y for settings object renderer
2020-6,2020-6,False,,2020-6,chore: bump electron@7.3.2
2020-6,2020-6,True,2020-6,2020-6,use shared webpack config for browser
2020-6,2020-6,False,,2020-6,Fix middle click closing tab even when click was initiated on another element
2020-6,2020-6,True,2020-6,2020-6,fixed state restoring on feedback window reopen
2020-6,2020-6,True,2020-6,2020-6,Add boolean support for object renderer in settings
2020-6,2020-6,True,2020-6,2020-6,Adding .git/SQUASH_MSG detection to commit message auto-fill #101078
2020-6,2020-6,False,,2020-6,Allow to get/inspect/update the current WorkspaceConfiguration
2020-6,2020-6,True,2020-6,2020-6,"Retry fetching release notes on failure, and display failures"
2020-6,2020-6,True,2020-6,2020-6,Re-focus webview when navigating back from another editor.
2020-6,2020-6,True,2020-6,2020-6,notebooks: ensure preloads load before webview output is shown
2021-7,2020-6,True,2021-7,2020-6,Add setting to modify copy separator
2020-6,2020-6,True,2020-6,2020-6,update iconv-lite-umd to 0.6.4 for #79275
2020-6,2020-6,True,2020-6,2020-6,storage - add isNew method
2020-6,2020-6,True,2020-6,2020-6,electron - disable remote module in all windows
2020-6,2020-6,True,2020-6,2020-6,Change value widget in object renderer based on key
2020-6,2020-6,True,2020-6,2020-6,update iconv-lite-umd to 0.6.5 for #79275
2020-6,2020-6,True,2020-6,2020-6,use performance.mark to get entry to timeline
2020-6,2020-6,True,2020-6,2020-6,Render a select box for adding static keys in object renderer
2020-9,2020-6,False,,2020-6,Detect links in the terminal that don't have a path separator
2020-6,2020-6,True,2020-6,2020-6,Optimistic updates in object renderer
2020-6,2020-6,True,2020-6,2020-6,chore: bump electron@7.3.1
2020-7,2020-6,False,,2020-6,fix: remove unsed code on detecting file type
2020-9,2020-7,False,,2020-7,Add numeric values support for font-weight in terminal
2020-7,2020-7,True,2020-7,2020-7,:up: jschardet@2.2.1 (#33720)
2020-7,2020-7,False,,2020-7,fix for #101376
2020-10,2020-7,False,,2020-7,Fix: Notifications and feedback should not be visible at the same time 
2020-7,2020-7,True,2020-7,2020-7,Added word boundary on tsserver regex
